#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"dllhost","20","138","2199095468032","9904128","2084864","8832","C:\Windows\system32\DllHost.exe","Microsoft Corporation","0.09375","10.0.15063.0 (WinBuild.160101.0800)","10.0.15063.0","COM Surrogate","Microsoft? Windows? Operating System","Process","8",,"False",,"3812","Microsoft.Win32.SafeHandles.SafeProcessHandle","138","15280",".","0","","System.Diagnostics.ProcessModule (DllHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8832","8832","2084864","2084864","135336","135336","4206592","4206592","11067392","11067392","219291648","2199242547200","True","Normal","2084864","2084864","00:00:00.0781250","dllhost","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 8:00:30 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0156250","72212480","2199095468032","False",,,,"9904128","9904128",,
"Dropbox","20","2432","695599104","112582656","159465472","138496","C:\Program Files (x86)\Dropbox\Client\Dropbox.exe","Dropbox, Inc.","32.625","45.4.92","45.4.92","Dropbox","Dropbox","Process","8",,"False",,"3836","Microsoft.Win32.SafeHandles.SafeProcessHandle","2432","1200",".","0","","System.Diagnostics.ProcessModule (Dropbox.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","138496","138496","159465472","159465472","1017136","1017136","163598336","163598336","170876928","170876928","711376896","711376896","True","Normal","159465472","159465472","00:00:13.8906250","Dropbox","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:09:00 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:32.6250000","00:00:18.7343750","695599104","695599104","False",,,,"112582656","112582656",,
"Dropbox","20","134","89100288","6496256","1708032","9304","C:\Program Files (x86)\Dropbox\Client\Dropbox.exe","Dropbox, Inc.","0.0625","45.4.92","45.4.92","Dropbox","Dropbox","Process","8",,"False",,"4084","Microsoft.Win32.SafeHandles.SafeProcessHandle","134","14512",".","0","","System.Diagnostics.ProcessModule (Dropbox.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9304","9304","1708032","1708032","177464","177464","4030464","4030464","7974912","7974912","94081024","94081024","True","Normal","1708032","1708032","00:00:00.0625000","Dropbox","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:09:01 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00","89100288","89100288","False",,,,"6496256","6496256",,
"Dropbox","20","154","95678464","7356416","2256896","11344","C:\Program Files (x86)\Dropbox\Client\Dropbox.exe","Dropbox, Inc.","0.078125","45.4.92","45.4.92","Dropbox","Dropbox","Process","8",,"False",,"4572","Microsoft.Win32.SafeHandles.SafeProcessHandle","154","18480",".","0","","System.Diagnostics.ProcessModule (Dropbox.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11344","11344","2256896","2256896","179496","179496","2473984","2473984","8654848","8654848","99610624","99610624","True","Normal","2256896","2256896","00:00:00.0468750","Dropbox","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:09:01 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","00:00:00.0312500","95678464","95678464","False",,,,"7356416","7356416",,
"DropboxUpdate","0","205","78184448","1908736","2514944","13368",,,,,,,,"Process","8",,,,,,"205","7620",".","0","",,,,,"13368","13368","2514944","2514944","152744","152744","2719744","2719744","10035200","10035200","84606976","84606976",,,"2514944","2514944",,"DropboxUpdate",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"78184448","78184448","False",,,,"1908736","1908736",,
"dwm","20","801","2199483551744","82616320","80896000","34728",,,,,,,,"Process","13",,,,,,"801","5900",".","0","",,,,,"34728","34728","80896000","80896000","885072","885072","100814848","100814848","122097664","122097664","504377344","2199527632896",,,"80896000","80896000",,"dwm",,"True","20","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"460296192","2199483551744","False",,,,"82616320","82616320",,
"edpa","0","849","182251520","14401536","15433728","33288",,,,,,,,"Process","8",,,,,,"849","4232",".","0","",,,,,"33288","33288","15433728","15433728","281960","281960","17256448","17256448","34938880","34938880","266997760","266997760",,,"15433728","15433728",,"edpa",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"182251520","182251520","False",,,,"14401536","14401536",,
"EMET_Agent","20","387","649752576","34025472","30953472","40064","C:\Program Files (x86)\EMET 5.1\EMET_Agent.exe","Microsoft Corporation","1.453125","5.1.5426.28433","5.1.5426.28433","EMET_Agent","Enhanced Mitigation Experience Toolkit","Process","8",,"False",,"2600","Microsoft.Win32.SafeHandles.SafeProcessHandle","387","21872",".","0","","System.Diagnostics.ProcessModule (EMET_Agent.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","40064","40064","30953472","30953472","450240","450240","31944704","31944704","47554560","47554560","672260096","672260096","True","Normal","30953472","30953472","00:00:00.4375000","EMET_Agent","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:24 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.4531250","00:00:01.0156250","649752576","649752576","False",,,,"34025472","34025472",,
"EMET_Service","0","1680","593281024","12382208","51810304","30872",,,,,,,,"Process","8",,,,,,"1680","4252",".","0","",,,,,"30872","30872","51810304","51810304","381256","381256","51982336","51982336","30912512","30912512","600883200","600883200",,,"51810304","51810304",,"EMET_Service",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"593281024","593281024","False",,,,"12382208","12382208",,
"esif_assist_64","20","42","47005696","3411968","1445888","5432","C:\Windows\TEMP\DPTF\esif_assist_64.exe",,"0.109375",,,,,"Process","8",,"False",,"4604","Microsoft.Win32.SafeHandles.SafeProcessHandle","42","17812",".","0","","System.Diagnostics.ProcessModule (esif_assist_64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","5432","5432","1445888","1445888","90248","90248","1454080","1454080","4153344","4153344","49102848","49102848","True","Normal","1445888","1445888","00:00:00.0937500","esif_assist_64","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:24 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1093750","00:00:00.0156250","47005696","47005696","False",,,,"3411968","3411968",,
"esif_uf","0","115","42024960","2519040","3289088","7848",,,,,,,,"Process","13",,,,,,"115","4260",".","0","",,,,,"7848","7848","3289088","3289088","76336","76336","3358720","3358720","7356416","7356416","45998080","45998080",,,"3289088","3289088",,"esif_uf",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"42024960","42024960","False",,,,"2519040","2519040",,
"EvtEng","0","408","132100096","6406144","8708096","21088",,,,,,,,"Process","8",,,,,,"408","4288",".","0","",,,,,"21088","21088","8708096","8708096","229912","229912","9342976","9342976","37515264","37515264","144908288","144908288",,,"8708096","8708096",,"EvtEng",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"132100096","132100096","False",,,,"6406144","6406144",,
"EXCEL","20","1336","725635072","107077632","79405056","97632","C:\Program Files (x86)\Microsoft Office\Office15\EXCEL.EXE","Microsoft Corporation","146.15625","15.0.5007.1000","15.0.5007.1000","Microsoft Excel","Microsoft Office 2013","Process","8",,"False",,"856","Microsoft.Win32.SafeHandles.SafeProcessHandle","1336","616",".","1184030","UCSCentral_Global_ServiceProfileTemplates2.xlsx - Excel","System.Diagnostics.ProcessModule (EXCEL.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","97632","97632","79405056","79405056","1189408","1189408","159629312","159629312","183234560","183234560","952156160","952156160","True","Normal","79405056","79405056","00:01:07.2187500","EXCEL","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:35:22 AM",,"System.Diagnostics.ProcessThreadCollection","00:02:26.1562500","00:01:18.9375000","725635072","725635072","False",,,,"107077632","107077632",,
"explorer","20","1693","2199709679616","92069888","43593728","71264","C:\Windows\Explorer.EXE","Microsoft Corporation","52.453125","10.0.15063.0 (WinBuild.160101.0800)","10.0.15063.0","Windows Explorer","Microsoft? Windows? Operating System","Process","8",,"False",,"1964","Microsoft.Win32.SafeHandles.SafeProcessHandle","1693","23112",".","65870","","System.Diagnostics.ProcessModule (Explorer.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","71264","71264","43593728","43593728","1126528","1126528","68833280","68833280","130506752","130506752","902627328","2199925882880","True","Normal","43593728","43593728","00:00:33.7031250","explorer","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:25 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:52.4531250","00:00:18.7500000","686424064","2199709679616","False",,,,"92069888","92069888",,
"fontdrvhost","0","45","2199130726400","4771840","3899392","11824",,,,,,,,"Process","8",,,,,,"45","72",".","0","",,,,,"11824","11824","3899392","3899392","171688","171688","3899392","3899392","6541312","6541312","107470848","2199130726400",,,"3899392","3899392",,"fontdrvhost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"107470848","2199130726400","False",,,,"4771840","4771840",,
"fontdrvhost","20","45","2199109931008","9641984","3584000","9512",,,,,,,,"Process","8",,,,,,"45","13252",".","0","",,,,,"9512","9512","3584000","3584000","125408","125408","5812224","5812224","14622720","14622720","213614592","2199236870144",,,"3584000","3584000",,"fontdrvhost",,"True","20","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"86675456","2199109931008","False",,,,"9641984","9641984",,
"GUP","20","219","108150784","9277440","2269184","13656","C:\Program Files (x86)\Notepad++\updater\gup.exe","Don HO don.h@free.fr","0.109375","4.1","4.1","GUP : a free (LGPL) Generic Updater","GUP","Process","8",,"False",,"2060","Microsoft.Win32.SafeHandles.SafeProcessHandle","219","17648",".","197616","Notepad++ update","System.Diagnostics.ProcessModule (gup.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13656","13656","2269184","2269184","214656","214656","2723840","2723840","11087872","11087872","131551232","131551232","True","Normal","2269184","2269184","00:00:00.0937500","GUP","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:35 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1093750","00:00:00.0156250","108150784","108150784","False",,,,"9277440","9277440",,
"hcpawadm","20","437","411131904","29560832","200642560","29600",,,"1.5625",,,,,"Process","8",,,,,,"437","8328",".","0","",,,,,"29600","29600","200642560","200642560","339152","339152","201121792","201121792","223932416","223932416","429723648","429723648",,,"200642560","200642560","00:00:00.9843750","hcpawadm",,"True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:09:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.5625000","00:00:00.5781250","411131904","411131904","False",,,,"29560832","29560832",,
"hidfind","20","79","59215872","5251072","1515520","7472","C:\Program Files\DellTPad\HidFind.exe","Alps Electric Co., Ltd.","0.015625","8, 1, 0, 34","8, 1, 0, 34","Alps Pointing-device Driver","Alps Pointing-device Driver","Process","8",,"False",,"4600","Microsoft.Win32.SafeHandles.SafeProcessHandle","79","20224",".","0","","System.Diagnostics.ProcessModule (HidFind.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7472","7472","1515520","1515520","115008","115008","1617920","1617920","6090752","6090752","61313024","61313024","True","Normal","1515520","1515520","00:00:00.0156250","hidfind","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:28 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","59215872","59215872","False",,,,"5251072","5251072",,
"HidMonitorSvc","0","107","36040704","2048000","1613824","7672",,,,,,,,"Process","8",,,,,,"107","3776",".","0","",,,,,"7672","7672","1613824","1613824","69384","69384","1753088","1753088","6385664","6385664","40529920","40529920",,,"1613824","1613824",,"HidMonitorSvc",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"36040704","36040704","False",,,,"2048000","2048000",,
"HostControlService","0","104","41897984","1507328","2600960","8352",,,,,,,,"Process","8",,,,,,"104","3376",".","0","",,,,,"8352","8352","2600960","2600960","80824","80824","2822144","2822144","6995968","6995968","45043712","45043712",,,"2600960","2600960",,"HostControlService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"41897984","41897984","False",,,,"1507328","1507328",,
"HostStorageService","0","142","36847616","1617920","2162688","7944",,,,,,,,"Process","8",,,,,,"142","3384",".","0","",,,,,"7944","7944","2162688","2162688","69408","69408","2265088","2265088","6127616","6127616","39993344","39993344",,,"2162688","2162688",,"HostStorageService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"36847616","36847616","False",,,,"1617920","1617920",,
"IAStorDataMgrSvc","0","417","282071040","29138944","77266944","33392",,,,,,,,"Process","8",,,,,,"417","14644",".","0","",,,,,"33392","33392","77266944","77266944","413696","413696","81600512","81600512","62230528","62230528","295178240","295178240",,,"77266944","77266944",,"IAStorDataMgrSvc",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"282071040","282071040","False",,,,"29138944","29138944",,
"IAStorIcon","20","315","280788992","28303360","30658560","22792","C:\Program Files\Intel\Intel(R) Rapid Storage Technology\IAStorIcon.exe","Intel Corporation","0.375","15.2.15.1058","15.2.15.1058","IAStorIcon","IAStorIcon","Process","8",,"False",,"3800","Microsoft.Win32.SafeHandles.SafeProcessHandle","315","10932",".","0","","System.Diagnostics.ProcessModule (IAStorIcon.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22792","22792","30658560","30658560","478504","478504","31404032","31404032","33763328","33763328","310419456","310419456","True","Normal","30658560","30658560","00:00:00.2187500","IAStorIcon","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:09:45 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3750000","00:00:00.1562500","280788992","280788992","False",,,,"28303360","28303360",,
"ibtsiva","0","101","26947584","1826816","2408448","5632",,,,,,,,"Process","8",,,,,,"101","4280",".","0","",,,,,"5632","5632","2408448","2408448","53480","53480","2543616","2543616","5029888","5029888","33239040","33239040",,,"2408448","2408448",,"ibtsiva",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"26947584","26947584","False",,,,"1826816","1826816",,
"Idle","0","0","65536","8192","53248","136",,,,,,,,"Process","0",,,,,,"0","0",".","0","",,,,,"136","136","53248","53248","0","0","53248","53248","8192","8192","65536","65536",,,"53248","53248",,"Idle",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"65536","65536","False",,,,"8192","8192",,
"igfxCUIService","0","151","2199069917184","3190784","2179072","8896",,,,,,,,"Process","8",,,,,,"151","1764",".","0","",,,,,"8896","8896","2179072","2179072","90432","90432","2297856","2297856","9347072","9347072","55050240","2199078305792",,,"2179072","2179072",,"igfxCUIService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"46661632","2199069917184","False",,,,"3190784","3190784",,
"igfxEM","20","205","2199136821248","12615680","4112384","13992","C:\Windows\System32\DriverStore\FileRepository\ki125177.inf_amd64_d9d520fc51d8a7f4\igfxEM.exe","Intel Corporation","0.3125","6.15.10.4836","6.15.10.4836","igfxEM Module","Intel(R) Common User Interface","Process","8",,"False",,"4252","Microsoft.Win32.SafeHandles.SafeProcessHandle","205","22148",".","0","","System.Diagnostics.ProcessModule (igfxEM.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13992","13992","4112384","4112384","213712","213712","4300800","4300800","14561280","14561280","119857152","2199143112704","True","Normal","4112384","4112384","00:00:00.2656250","igfxEM","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:26 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3125000","00:00:00.0468750","113565696","2199136821248","False",,,,"12615680","12615680",,
"IntelCpHDCPSvc","0","127","2199057113088","1400832","1581056","7264",,,,,,,,"Process","8",,,,,,"127","4056",".","0","",,,,,"7264","7264","1581056","1581056","66176","66176","1724416","1724416","7049216","7049216","40148992","2199063404544",,,"1581056","1581056",,"IntelCpHDCPSvc",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"33857536","2199057113088","False",,,,"1400832","1400832",,
"IntelCpHeciSvc","0","137","2199067422720","2019328","1871872","7808",,,,,,,,"Process","8",,,,,,"137","3484",".","0","",,,,,"7808","7808","1871872","1871872","84968","84968","2064384","2064384","7790592","7790592","50458624","2199073714176",,,"1871872","1871872",,"IntelCpHeciSvc",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"44167168","2199067422720","False",,,,"2019328","2019328",,
"iPodService","0","153","55107584","3919872","2838528","9848",,,,,,,,"Process","8",,,,,,"153","388",".","0","",,,,,"9848","9848","2838528","2838528","90648","90648","2994176","2994176","9158656","9158656","61390848","61390848",,,"2838528","2838528",,"iPodService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"55107584","55107584","False",,,,"3919872","3919872",,
"iTunesHelper","20","280","154230784","14864384","4751360","19968","C:\Program Files\iTunes\iTunesHelper.exe","Apple Inc.","0.375","12.7.0.166","12.7.0.166","iTunesHelper","iTunes","Process","8",,"False",,"4372","Microsoft.Win32.SafeHandles.SafeProcessHandle","280","18012",".","0","","System.Diagnostics.ProcessModule (iTunesHelper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19968","19968","4751360","4751360","304560","304560","5025792","5025792","18120704","18120704","160530432","160530432","True","Normal","4751360","4751360","00:00:00.2656250","iTunesHelper","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:45 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3750000","00:00:00.1093750","154230784","154230784","False",,,,"14864384","14864384",,
"java","20","864","2232602624","420159488","513609728","43008","C:\Program Files\Veritas\java\jre\bin\java.exe","Oracle Corporation","108.515625","8.0.1010.13","8.0.1010.13","Java(TM) Platform SE binary","Java(TM) Platform SE 8","Process","8",,"False",,"4640","Microsoft.Win32.SafeHandles.SafeProcessHandle","864","22480",".","201042","Devices - uso16pnbu01.use.ucdp.net - NetBackup Administration Console [UNIV-CITY-FLA\703021219 logged into uso16pnbu01.use.ucdp.net]","System.Diagnostics.ProcessModule (java.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","43008","43008","513609728","513609728","301960","301960","620007424","620007424","522186752","522186752","-2045775872","2249191424","True","Normal","513609728","513609728","00:00:09.1093750","java","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 8:00:32 AM",,"System.Diagnostics.ProcessThreadCollection","00:01:48.5156250","00:01:39.4062500","-2062364672","2232602624","False",,,,"420159488","420159488",,
"jhi_service","0","132","37670912","1130496","1650688","9616",,,,,,,,"Process","8",,,,,,"132","17304",".","0","",,,,,"9616","9616","1650688","1650688","76064","76064","1888256","1888256","7180288","7180288","42856448","42856448",,,"1650688","1650688",,"jhi_service",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"37670912","37670912","False",,,,"1130496","1130496",,
"kvoop","0","109","65826816","696320","2109440","9240",,,,,,,,"Process","8",,,,,,"109","6548",".","0","",,,,,"9240","9240","2109440","2109440","124112","124112","2215936","2215936","7028736","7028736","70021120","70021120",,,"2109440","2109440",,"kvoop",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"65826816","65826816","False",,,,"696320","696320",,
"kvoop","0","103","65310720","675840","2125824","9104",,,,,,,,"Process","8",,,,,,"103","6612",".","0","",,,,,"9104","9104","2125824","2125824","123104","123104","2260992","2260992","6512640","6512640","69505024","69505024",,,"2125824","2125824",,"kvoop",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"65310720","65310720","False",,,,"675840","675840",,
"LMS","0","474","106487808","9814016","7651328","30384",,,,,,,,"Process","8",,,,,,"474","16596",".","0","",,,,,"30384","30384","7651328","7651328","197936","197936","8589312","8589312","19959808","19959808","122249216","122249216",,,"7651328","7651328",,"LMS",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"106487808","106487808","False",,,,"9814016","9814016",,
"lsass","0","2457","2199135072256","17620992","12734464","36112",,,,,,,,"Process","9",,,,,,"2457","780",".","0","",,,,,"36112","36112","12734464","12734464","292736","292736","13561856","13561856","23449600","23449600","117497856","2199140753408",,,"12734464","12734464",,"lsass",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"111816704","2199135072256","False",,,,"17620992","17620992",,
"lync","20","2987","940244992","139956224","168300544","82112","C:\Program Files (x86)\Microsoft Office\Office15\lync.exe","Microsoft Corporation","24.4375","15.0.5007.1000","15.0.5007.1000","Skype for Business","Microsoft Office 2013","Process","8",,"False",,"3100","Microsoft.Win32.SafeHandles.SafeProcessHandle","2987","23540",".","133934","Barry, Bill  (NBCUniversal, Orlando)","System.Diagnostics.ProcessModule (lync.exe)","60325888","59117568","System.Diagnostics.ProcessModuleCollection","82112","82112","168300544","168300544","1474984","1474984","169218048","169218048","185585664","185585664","1001836544","1001836544","True","Normal","168300544","168300544","00:00:10.4218750","lync","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:49 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:24.4375000","00:00:14.0156250","940244992","940244992","False",,,,"139956224","139956224",,
"lynchtmlconv","20","466","197406720","24563712","9138176","24968","C:\Program Files (x86)\Microsoft Office\Office15\lynchtmlconv.exe","Microsoft Corporation","2.296875","15.0.5007.1000","15.0.5007.1000","Skype for Business","Microsoft Office 2013","Process","8",,"False",,"4688","Microsoft.Win32.SafeHandles.SafeProcessHandle","466","6352",".","0","","System.Diagnostics.ProcessModule (lynchtmlconv.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24968","24968","9138176","9138176","374216","374216","9310208","9310208","27828224","27828224","227176448","227176448","True","Normal","9138176","9138176","00:00:01.1093750","lynchtmlconv","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:24:25 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.2968750","00:00:01.1875000","197406720","197406720","False",,,,"24563712","24563712",,
"MBAMAgent","0","274","67391488","9945088","4952064","15600",,,,,,,,"Process","8",,,,,,"274","6624",".","0","",,,,,"15600","15600","4952064","4952064","137312","137312","5312512","5312512","15257600","15257600","78422016","78422016",,,"4952064","4952064",,"MBAMAgent",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"67391488","67391488","False",,,,"9945088","9945088",,
"Memory Compression","0","0","999555072","900411392","2129920","0",,,,,,,,"Process","8",,,,,,"0","5504",".","0","",,,,,"0","0","2129920","2129920","4224","4224","3579904","3579904","1725255680","1725255680","1802633216","1802633216",,,"2129920","2129920",,"Memory Compression",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"999555072","999555072","False",,,,"900411392","900411392",,
"Microsoft.Photos","20","1254","1131933696","77381632","163475456","79224","C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2018.18021.12420.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe","Microsoft Corporation","3.453125","2018.18021.12420.00000","2018.18021.1242000000-release2018.02","Microsoft.Photos.exe","Microsoft Photos","Process","8",,"False",,"4452","Microsoft.Win32.SafeHandles.SafeProcessHandle","1254","23340",".","133988","Photos","System.Diagnostics.ProcessModule (Microsoft.Photos.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","79224","79224","163475456","163475456","1330248","1330248","290971648","290971648","360603648","360603648","1247858688","1247858688","True","Normal","163475456","163475456","00:00:01.4375000","Microsoft.Photos","15","False","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:19:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.4531250","00:00:02.0156250","1131933696","1131933696","False",,,,"77381632","77381632",,
"mmc","20","419","2199246147584","22712320","19992576","40592",,,"2.78125",,,,,"Process","8",,,,,,"419","7836",".","133166","Active Directory Users and Computers",,,,,"40592","40592","19992576","19992576","401304","401304","25280512","25280512","36331520","36331520","254607360","2199277862912",,,"19992576","19992576","00:00:01.9218750","mmc",,"True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:09:27 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.7812500","00:00:00.8593750","222892032","2199246147584","False",,,,"22712320","22712320",,
"mRemoteNG","20","1325","637964288","147546112","137461760","62064","C:\Program Files (x86)\mRemoteNG\mRemoteNG.exe","","9.84375","1.75.7012.16814","1.75.7012.16814","mRemoteNG","mRemoteNG","Process","8",,"False",,"3204","Microsoft.Win32.SafeHandles.SafeProcessHandle","1325","13880",".","266552","mRemoteNG - confCons.xml - USO16PNBU01","System.Diagnostics.ProcessModule (mRemoteNG.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","62064","62064","137461760","137461760","800680","800680","143884288","143884288","250793984","250793984","743084032","743084032","True","Normal","137461760","137461760","00:00:04.8593750","mRemoteNG","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 8:02:21 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:09.8437500","00:00:04.9843750","637964288","637964288","False",,,,"147546112","147546112",,
"MSASCuiL","20","156","2199117377536","8671232","2179072","10192","C:\Program Files\Windows Defender\MSASCuiL.exe","Microsoft Corporation","0.0625","4.11.15063.0 (WinBuild.160101.0800)","4.11.15063.0","Windows Defender notification icon","Microsoft? Windows? Operating System","Process","8",,"False",,"2592","Microsoft.Win32.SafeHandles.SafeProcessHandle","156","12732",".","0","","System.Diagnostics.ProcessModule (MSASCuiL.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10192","10192","2179072","2179072","187008","187008","2301952","2301952","9801728","9801728","96227328","2199119482880","True","Normal","2179072","2179072","00:00:00.0312500","MSASCuiL","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:41 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0312500","94121984","2199117377536","False",,,,"8671232","8671232",,
"MsMpEng","0","1311","2199845015552","180183040","357666816","82856",,,,,,,,"Process","8",,,,,,"1311","12680",".","0","",,,,,"82856","82856","357666816","357666816","765832","765832","816082944","816082944","693047296","693047296","1230163968","2200253419520",,,"357666816","357666816",,"MsMpEng",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"821760000","2199845015552","False",,,,"180183040","180183040",,
